user_id,device_id_match,geo_distance_km,request_hour,days_since_last_request,recent_profile_change,failed_login_count_24h,new_device_flag,otp_request_count_1h,account_age_days,impossible_travel_flag,vpn_proxy_detected,repeated_request_10min,sim_swap_history_count,ip_risk_score,behavioral_risk_score,label,hour,day,month,weekday
18958,0,793.11,19,21,0,5,0,0,754,0,0,0,0,1,45,1,15,20,5,1
20249,0,6.63,20,20,0,2,0,5,623,0,0,0,0,7,35,0,21,25,9,3
89709,1,6.03,0,19,0,3,0,2,694,0,0,1,0,25,20,0,1,31,3,0
98818,1,56.61,9,15,0,3,0,1,1735,0,0,1,2,33,30,0,4,7,10,1
39138,1,47.67,14,24,0,2,0,1,1528,0,0,0,0,31,0,0,19,27,6,4
56991,1,48.11,13,16,0,1,0,4,755,0,1,1,0,9,35,0,3,12,10,6
32502,1,7.48,2,18,0,1,1,3,1958,0,0,0,0,27,10,0,18,3,9,2
35949,1,16.28,11,17,0,1,0,0,1259,0,0,0,2,34,10,0,5,31,5,5
20533,0,3.01,12,17,0,5,0,2,2049,1,0,0,1,41,65,0,9,27,12,5
82811,1,10.54,16,23,0,4,1,2,1665,0,0,0,0,13,25,0,7,7,4,0
95050,1,188.18,12,15,0,2,0,0,1883,0,0,0,0,2,0,0,7,26,5,0
96451,1,10.69,21,19,0,2,0,0,1341,0,0,0,0,12,0,0,16,10,10,4
45063,1,25.47,20,14,0,0,0,3,1787,0,0,0,1,17,0,0,12,9,12,1
81599,1,47.96,16,21,0,3,0,3,294,0,0,0,0,25,0,0,8,16,8,5
43241,1,55.29,23,13,0,2,0,1,242,0,0,0,0,6,0,0,3,9,3,6
58575,1,64.16,9,18,0,0,0,1,2447,0,0,0,0,9,0,0,3,26,10,6
57994,1,48.81,9,18,0,3,1,2,2325,0,0,0,0,43,20,0,21,20,1,0
88062,0,44.69,19,15,0,1,0,1,1155,0,0,0,2,4,25,1,14,3,5,5
71298,1,23.18,9,18,0,1,0,0,1017,0,0,0,1,2,0,0,20,5,2,2
34886,1,98.15,3,21,0,0,0,3,549,0,0,0,0,2,0,0,19,8,5,3
73902,1,131.89,3,19,0,2,0,1,1115,1,0,0,0,22,25,0,9,5,7,5
40036,1,30.39,12,21,0,0,0,4,154,0,0,0,0,37,10,0,19,6,6,4
15249,1,115.09,12,23,0,1,0,2,182,0,1,0,0,1,15,0,9,7,11,4
83762,0,305.87,8,20,0,2,1,5,1416,0,0,0,1,43,55,0,22,11,5,6
71849,1,86.6,8,13,0,1,0,5,164,0,0,1,0,15,40,0,15,16,11,6
30032,1,49.0,17,15,0,4,0,4,937,0,0,0,0,32,15,0,9,27,10,0
50062,1,7.46,12,15,0,4,0,1,2106,0,0,0,1,20,15,0,0,8,2,5
71561,1,9.82,19,16,0,0,0,1,78,0,0,0,0,17,0,0,16,28,5,2
29894,0,38.22,10,13,0,1,0,2,376,0,0,0,0,38,25,0,16,23,7,2
81411,1,29.02,14,21,0,1,0,2,1129,0,0,0,1,41,10,0,10,2,11,6
96846,1,66.78,11,21,1,1,0,2,178,0,0,0,0,32,10,0,0,16,8,5
60808,1,46.09,13,16,0,0,0,4,86,0,0,0,0,24,0,0,9,28,8,3
33577,0,27.09,1,21,0,0,0,0,2255,0,0,1,0,5,35,1,1,14,12,6
79243,0,93.89,23,18,0,2,0,3,1413,0,0,0,1,4,15,0,11,14,6,5
43968,1,91.16,17,17,0,2,0,0,353,0,0,0,1,3,0,0,5,18,9,3
57319,1,3.44,12,23,0,4,1,3,672,0,1,0,0,13,40,0,5,6,12,5
42663,1,19.5,12,16,0,1,0,5,1639,0,0,0,0,27,20,0,15,4,2,1
28032,1,36.56,3,24,1,0,0,1,1712,0,0,0,0,37,20,0,7,16,6,0
21011,1,45.92,13,14,0,0,0,0,1090,0,0,0,1,4,0,0,19,4,1,5
62326,1,24.51,5,19,0,1,0,3,2377,0,0,0,0,7,0,0,10,23,7,2
55469,1,26.9,8,18,0,2,1,3,242,0,0,0,0,4,10,0,23,5,5,0
75448,1,7.97,17,16,0,0,0,3,804,0,0,0,1,26,0,0,14,5,6,3
25479,1,40.11,15,16,0,0,1,5,937,0,0,0,1,17,30,1,7,24,8,6
65018,0,39.37,9,14,1,0,0,2,2040,0,0,0,0,7,25,0,21,23,5,4
77822,0,47.97,21,23,0,6,1,2,628,0,0,0,0,4,40,0,6,8,9,0
45352,1,64.25,22,21,0,2,0,0,190,0,0,1,1,24,20,0,13,28,10,1
85122,1,40.33,4,10,0,1,1,3,1909,0,0,0,0,6,10,0,8,6,10,0
89976,0,21.04,8,17,0,0,1,3,2460,0,0,0,0,8,25,0,3,28,11,4
24399,1,0.21,10,24,1,3,0,3,2251,0,0,0,0,43,20,0,7,12,10,6
75150,1,36.13,14,19,0,2,0,1,2160,0,0,0,0,37,10,0,12,15,11,5
90079,1,113.43,13,16,0,0,0,4,2012,0,0,0,0,10,0,0,20,6,5,1
42891,1,36.55,16,14,0,1,0,1,1605,0,0,0,0,21,0,0,15,7,3,4
75439,0,32.6,3,14,0,2,0,3,559,0,0,0,0,7,15,0,23,25,10,5
82161,1,18.39,9,18,1,4,0,2,254,0,0,0,0,32,25,0,23,24,5,5
95615,1,50.18,14,14,0,0,0,0,937,0,0,0,2,44,20,0,22,25,5,6
80091,1,62.57,12,18,0,4,0,2,2086,0,0,0,0,42,25,0,11,9,12,1
31196,0,29.0,12,11,0,1,0,2,815,0,0,0,2,36,35,0,22,23,9,1
16797,1,943.99,2,14,0,2,1,1,1539,0,0,0,0,28,25,0,19,28,7,0
83962,1,73.98,17,13,0,5,0,3,1953,0,0,0,0,11,15,0,21,12,8,1
98553,1,0.83,10,16,1,1,0,2,1985,0,0,0,1,7,10,0,3,2,12,1
55128,1,8.44,19,10,1,2,0,2,1703,0,0,0,1,7,10,0,5,1,6,6
95083,1,1200.84,11,14,0,2,0,11,554,0,0,1,0,18,55,1,18,30,10,3
28082,1,38.43,16,19,0,0,0,4,771,0,0,0,0,26,0,0,11,14,8,3
90674,1,37.13,19,23,0,1,1,0,978,0,0,0,1,31,10,0,11,7,3,4
63309,1,56.9,12,20,0,4,0,2,607,0,1,0,0,9,30,0,8,12,9,4
80579,1,15.27,10,14,0,1,0,5,451,0,0,0,0,22,20,0,18,5,8,1
86803,1,24.67,1,18,1,1,0,3,1301,0,0,0,1,38,20,0,5,4,6,2
78396,1,27.87,16,13,0,3,0,4,1769,0,0,0,0,42,10,0,23,28,10,1
88111,1,21.19,15,14,0,1,1,4,2364,0,1,0,1,40,35,0,18,1,4,1
97008,1,95.76,3,11,0,2,0,2,1178,0,1,1,0,28,35,0,15,2,8,5
43673,0,29.61,10,25,0,0,0,0,308,0,0,0,1,15,15,1,6,11,6,2
65815,1,6.59,2,10,1,0,1,2,2108,0,0,0,0,21,20,0,22,18,4,4
90702,1,25.63,10,19,0,0,0,0,1887,0,1,0,0,26,15,0,6,27,4,6
46133,0,17.2,0,19,0,1,0,1,985,0,0,0,0,43,25,0,7,23,1,3
33846,0,38.84,17,26,0,1,1,1,902,0,0,0,0,7,25,0,1,27,4,6
80431,1,66.52,10,21,0,0,0,2,1768,0,0,0,0,5,0,0,12,29,11,5
17108,1,53.58,8,19,0,0,0,1,1673,0,1,0,0,21,15,0,10,14,10,1
82751,1,35.5,2,18,0,0,0,1,2257,0,0,0,0,26,0,0,1,21,11,4
15508,1,59.83,7,17,0,0,0,0,342,0,0,0,0,29,0,0,1,19,7,5
10405,1,20.17,12,21,0,1,0,4,2228,0,0,0,0,3,0,0,4,3,4,3
66666,1,45.84,12,11,0,1,0,1,241,0,0,0,0,13,0,0,22,4,9,3
19754,1,34.2,18,14,1,2,0,1,2485,0,0,0,0,23,10,0,21,19,7,5
41437,1,33.87,13,20,0,0,0,0,1517,0,0,0,0,37,10,0,2,15,4,1
21570,1,425.05,8,22,1,1,0,10,2038,0,0,0,0,24,30,0,6,12,1,6
31565,1,68.55,0,18,0,1,0,5,1560,0,0,0,0,4,20,0,1,6,6,4
76418,1,1073.44,12,15,0,1,0,4,633,0,0,0,1,9,15,0,20,28,3,4
48425,1,46.53,15,11,0,2,0,2,642,0,0,0,2,5,10,0,5,26,8,1
10152,1,50.96,12,18,0,1,1,3,1963,0,1,0,1,25,25,0,9,11,4,4
11967,1,86.6,13,17,0,2,1,0,2389,0,0,0,0,44,20,0,19,1,3,5
55800,1,108.62,9,12,1,2,0,3,1121,0,0,0,0,9,10,0,6,29,12,0
28659,1,18.77,15,21,0,2,0,4,1630,0,0,0,0,5,0,0,21,6,8,2
18353,1,48.57,6,26,0,0,0,2,1995,0,1,1,0,14,35,0,15,25,2,1
31566,1,53.84,8,15,0,2,0,3,1424,0,0,0,0,38,10,0,10,24,5,5
76850,1,62.67,17,22,0,0,1,3,904,0,0,0,0,39,20,0,22,17,6,1
16300,1,107.08,12,11,0,1,0,3,917,0,0,0,2,24,10,0,17,17,2,0
12211,1,9.69,16,20,0,1,1,1,2406,0,0,0,0,10,10,0,1,4,11,1
31682,1,9.01,14,14,0,3,0,2,818,0,0,0,0,1,0,0,7,31,3,0
21805,1,17.16,12,17,0,1,0,5,290,0,0,0,0,16,20,0,22,9,6,0
54859,1,3.34,13,10,0,0,0,1,1413,0,0,0,0,4,0,0,20,28,9,6
95002,1,46.51,12,21,0,1,0,2,192,0,0,0,0,29,0,0,14,17,12,2
64676,0,72.58,11,17,1,1,1,0,1027,0,0,0,0,2,35,0,3,5,7,5
32111,1,25.27,19,17,0,2,0,1,151,0,0,0,1,7,0,0,11,12,1,6
26142,0,14.77,15,13,0,3,0,1,113,0,0,1,0,14,35,0,1,11,11,1
97090,1,63.69,4,15,1,0,0,9,1479,0,0,0,1,23,30,0,13,25,8,0
28629,1,51.57,2,10,0,0,0,3,312,0,0,1,1,8,20,0,17,20,4,6
55897,0,14.99,9,19,0,5,0,2,1783,0,0,0,0,23,30,0,0,4,11,1
66942,0,5.64,18,19,1,1,0,5,1666,1,0,0,2,40,90,1,17,5,3,2
96926,1,35.45,13,19,0,0,0,4,1689,0,0,0,1,41,10,0,16,19,4,5
53314,1,33.15,10,18,0,3,0,1,952,0,0,0,0,3,0,0,4,6,8,2
44016,1,42.63,13,14,0,1,0,2,507,0,0,0,0,37,10,0,16,1,11,5
46035,1,66.25,14,17,0,0,0,3,1563,0,0,0,0,37,10,0,8,26,9,4
67274,0,40.08,18,18,0,6,1,3,1676,0,0,0,0,30,40,0,22,2,10,3
13883,1,8.56,20,29,0,5,0,9,1050,0,0,0,0,31,35,0,22,30,5,4
67954,1,12.48,11,19,0,0,0,5,1007,0,0,0,0,33,20,0,12,7,9,6
71215,1,23.74,11,20,0,2,0,3,1102,0,0,0,0,31,0,0,8,5,8,1
66766,1,13.09,11,27,0,2,0,3,2255,0,0,0,1,44,10,0,11,5,1,6
47089,1,38.81,13,17,0,0,0,4,1586,0,0,0,1,18,0,0,2,12,2,2
28612,1,1.66,8,13,0,1,0,3,2000,0,0,0,0,18,0,0,21,2,8,5
83902,1,51.01,9,17,0,1,0,6,2088,0,0,0,1,31,20,0,14,2,10,3
74043,1,36.15,3,16,1,0,0,3,1724,0,0,0,1,24,10,0,9,29,11,5
18094,1,69.83,23,19,0,1,0,2,790,0,0,0,1,29,0,0,19,10,3,0
58538,0,81.09,9,21,0,0,0,4,2090,0,0,0,0,16,15,0,19,29,8,4
79382,1,3.19,14,14,0,2,0,0,871,0,0,0,0,31,0,0,20,31,10,4
44986,1,9.81,11,23,0,2,0,1,54,0,0,0,0,2,0,0,16,11,8,0
46135,1,0.14,13,20,0,3,1,0,2477,0,1,0,0,41,35,0,8,2,3,6
16720,0,50.31,13,15,0,0,0,1,197,0,0,1,0,11,35,0,9,30,3,6
99422,1,15.98,16,20,0,4,0,1,59,0,0,0,1,16,15,0,19,9,6,0
53307,1,977.01,13,17,0,4,0,3,1554,0,0,0,0,43,40,0,7,19,11,2
29758,1,10.41,19,14,0,0,0,3,1237,0,1,0,0,5,15,0,6,14,4,0
23924,1,48.91,11,21,0,2,0,7,1580,0,0,0,0,33,20,0,4,15,4,1
93150,1,74.02,10,15,0,2,0,1,389,0,0,0,1,2,0,0,16,7,4,0
49933,0,37.4,7,18,0,0,0,0,2429,0,0,0,1,26,15,0,21,25,9,3
61160,1,98.15,12,17,0,2,0,3,2185,0,0,0,0,43,10,0,21,16,10,3
67484,1,73.61,11,12,0,1,1,3,503,0,0,0,0,22,10,0,7,5,2,2
30395,1,83.08,11,17,0,0,1,3,847,0,0,0,0,44,20,0,10,12,4,5
37785,1,0.2,15,19,0,1,0,2,1885,0,0,0,0,4,0,0,5,5,7,5
65503,0,24.46,2,20,0,2,0,1,361,0,0,0,3,12,25,0,12,30,11,6
30444,1,8.78,12,27,0,1,0,0,1754,0,0,0,0,26,0,0,10,20,12,5
92966,1,30.75,19,22,0,3,0,3,1688,0,1,0,0,9,15,0,8,6,10,0
65010,1,24.03,14,15,1,4,0,2,1252,0,0,0,1,26,25,0,0,8,5,3
90154,0,67.73,17,15,0,1,1,3,2074,0,0,0,0,5,25,0,15,27,7,6
63948,0,40.51,4,18,0,1,0,1,779,0,0,0,1,10,15,0,23,12,7,5
22211,1,24.26,7,21,0,1,1,6,2301,0,1,0,2,18,55,0,14,10,7,3
79835,0,62.07,8,18,0,2,1,2,2289,0,0,0,0,21,25,0,18,24,6,1
81480,1,1013.91,16,22,0,1,0,3,2352,0,0,0,1,37,25,0,22,8,3,5
95715,1,51.06,7,18,0,1,1,4,827,0,0,0,0,44,20,0,10,23,11,6
91766,1,35.59,1,19,0,5,1,1,2025,0,0,0,0,17,25,0,9,18,12,3
79609,1,4.35,11,16,0,1,0,3,153,0,1,0,0,3,15,1,3,8,5,3
26004,1,23.24,10,15,0,1,1,1,2028,0,0,0,1,33,10,0,20,4,2,1
51101,1,33.99,11,19,0,2,1,0,2296,0,0,0,0,14,10,0,17,20,9,5
71163,1,0.86,18,18,0,3,0,0,1415,0,0,0,0,17,0,0,0,29,3,5
88199,1,24.04,0,17,0,0,0,1,934,0,0,0,1,19,0,0,14,19,4,5
14062,1,8.35,7,19,0,0,0,3,237,0,0,0,0,32,0,0,6,1,4,1
81323,1,1.02,13,16,0,1,0,3,2076,0,0,0,1,7,0,0,6,30,4,2
79854,1,44.78,10,15,0,0,0,0,1994,0,0,0,0,33,0,0,15,21,12,6
53376,1,48.81,12,17,0,2,0,3,1473,0,0,0,1,8,0,0,19,31,3,0
34232,1,7.2,10,21,0,0,0,2,618,0,0,0,0,40,10,0,18,11,5,6
96218,1,6.45,9,17,0,1,0,0,240,0,0,0,1,37,10,0,20,8,8,4
96593,1,31.59,10,19,0,3,0,2,1780,0,0,0,1,33,0,0,11,24,5,5
69028,1,29.61,20,18,0,0,0,2,549,0,0,0,0,42,10,0,2,16,5,4
15296,1,55.4,12,16,0,1,0,0,334,0,0,0,0,20,0,0,20,29,9,0
34286,0,95.24,10,14,1,1,0,2,762,0,1,0,0,26,40,0,1,4,2,1
53271,0,38.89,9,12,0,0,0,1,851,0,0,0,0,3,15,0,13,21,6,5
33112,1,12.0,13,20,0,1,0,1,2180,0,0,0,2,1,10,0,13,18,10,5
92342,1,1.2,18,16,0,0,0,1,937,0,0,0,1,24,0,0,18,31,12,2
31278,1,41.29,21,10,0,1,0,2,570,0,0,0,1,4,0,0,11,10,6,1
25732,1,3.71,11,20,0,0,0,3,2137,0,0,0,0,34,0,0,17,7,2,4
80767,1,52.64,13,14,0,1,0,2,259,0,0,0,0,25,0,0,2,3,11,0
35456,1,98.18,12,22,0,0,0,2,2106,0,0,0,2,18,10,0,5,6,10,0
57324,1,45.24,15,14,0,2,0,2,1115,0,0,0,0,7,0,0,18,20,7,6
41690,1,41.46,6,17,0,1,0,6,2470,0,0,0,1,7,20,0,6,26,10,6
68294,1,62.37,16,15,1,1,1,1,88,0,0,0,0,31,20,0,1,21,2,4
33084,1,21.49,7,20,0,1,1,2,2460,0,0,0,0,15,10,1,12,9,3,6
19337,1,26.21,20,16,0,3,0,1,229,0,0,0,0,14,0,0,17,25,12,3
15275,1,74.8,11,23,0,2,0,2,1251,0,0,0,0,11,0,0,6,28,7,0
97463,0,74.95,14,19,0,4,0,2,124,0,0,0,1,9,30,0,12,13,7,6
92003,1,95.45,11,21,0,0,0,1,2096,0,1,0,1,9,15,1,15,6,4,6
46050,1,49.92,22,24,0,3,0,7,65,0,0,0,0,19,20,0,17,7,8,3
38764,1,0.27,14,18,0,1,0,1,2245,0,0,0,0,6,0,0,18,28,8,3
63487,1,91.37,3,16,0,1,0,7,398,0,0,0,0,9,20,0,11,1,12,0
94437,1,49.17,14,16,0,0,0,1,1826,0,0,0,0,10,0,0,14,4,9,3
57172,0,49.17,11,16,0,2,0,1,1055,0,0,0,0,32,15,0,6,28,3,4
11513,0,40.72,20,23,0,1,0,4,788,0,0,0,0,23,15,0,15,12,2,2
14382,1,34.33,3,12,0,4,0,0,1858,0,0,1,1,18,35,0,14,8,6,6
52714,1,42.77,5,19,1,1,1,1,855,0,0,0,0,44,30,0,18,17,2,0
26992,1,3.55,14,19,0,2,0,2,470,0,0,0,0,6,0,0,19,28,3,4
56021,1,11.42,13,16,0,0,0,1,2369,0,0,0,0,21,0,0,12,15,6,6
49937,1,28.09,6,23,0,1,0,2,1950,0,0,1,0,9,20,0,19,8,10,2
16851,0,23.15,14,18,0,2,0,0,813,0,0,0,0,28,15,0,13,6,8,2
36921,1,19.84,1,22,0,1,0,0,533,0,0,0,0,30,0,0,13,28,10,1
87355,0,34.04,14,14,0,2,0,2,2052,0,0,0,0,31,15,0,7,25,1,5
60729,1,31.12,17,11,0,0,0,2,934,0,0,0,0,20,0,0,3,30,1,3
70818,1,59.99,9,15,0,6,1,1,505,0,0,0,1,29,25,0,0,2,1,3
79024,1,28.66,12,17,0,2,0,2,472,0,0,0,0,39,10,0,23,1,2,5
46981,1,37.85,19,14,0,2,1,10,418,0,0,0,0,44,40,0,5,11,2,1
84950,1,36.94,10,19,0,3,0,3,284,0,0,0,1,33,0,0,8,15,4,1
72748,0,13.76,7,17,0,1,0,0,677,0,1,0,0,19,30,0,15,16,2,6
53912,1,15.38,6,21,1,0,0,6,132,0,0,0,0,32,30,1,7,29,6,6
76768,0,14.68,11,24,0,1,0,3,110,0,0,0,0,14,15,0,16,27,6,4
45550,0,73.02,13,20,0,1,0,0,2318,0,0,0,0,4,15,0,20,25,9,3
89003,1,20.07,11,19,0,1,0,1,1840,0,0,0,0,31,0,0,18,8,8,4
40544,1,28.28,20,16,0,0,1,1,1776,1,0,0,0,41,45,0,1,1,6,6
71041,1,51.64,21,15,0,0,0,1,1800,0,0,0,0,24,0,0,19,21,11,4
20862,1,12.74,0,29,0,1,0,4,1132,0,0,0,1,1,0,0,9,17,3,0
68496,1,3.68,15,19,0,0,0,2,1151,0,0,0,0,38,10,0,2,6,7,6
96661,1,55.45,15,13,0,3,0,1,391,0,0,0,0,24,0,0,21,19,6,3
80854,1,8.91,2,17,1,1,0,2,313,0,1,0,0,13,25,0,20,9,6,0
89952,1,24.25,11,26,0,3,0,1,1448,0,0,0,1,1,0,0,20,12,10,6
18237,0,1.88,13,15,0,1,0,0,508,0,0,0,0,34,15,0,22,26,1,6
53938,1,60.84,18,30,0,1,0,1,613,0,1,0,0,41,25,0,7,6,6,4
35841,0,39.79,11,20,0,6,0,2,1346,0,0,0,0,25,30,0,10,15,1,2
80638,1,35.35,7,20,0,5,0,1,890,0,1,0,0,43,40,0,4,10,4,3
80906,0,7.21,23,13,0,0,0,3,2240,0,0,0,0,19,15,0,22,25,11,1
42821,1,51.63,10,15,0,0,0,1,1875,0,0,0,0,37,10,0,18,11,4,4
57264,1,18.81,13,16,0,2,0,1,1712,0,0,0,1,41,10,0,7,30,3,6
78798,0,37.62,7,18,1,0,0,3,934,0,0,0,0,17,25,0,21,10,5,5
65008,1,17.29,20,19,0,0,0,0,1942,0,0,0,0,36,10,0,22,18,7,4
63179,0,86.58,13,27,0,3,0,1,1696,0,0,0,0,11,15,0,20,20,4,6
74652,1,38.9,6,22,0,2,0,2,380,0,1,0,0,25,15,0,16,17,2,0
68138,1,33.91,10,17,0,1,1,1,1438,0,0,0,0,44,20,0,2,17,6,1
86129,1,6.44,23,15,0,1,0,4,1127,0,0,0,0,28,0,0,13,20,2,3
73215,1,33.88,21,13,0,0,1,0,312,0,0,0,0,2,10,0,17,16,11,6
54989,1,52.4,5,21,0,0,0,5,125,0,0,0,0,5,20,0,16,31,3,0
10290,1,48.96,12,10,0,0,0,1,2445,0,0,0,3,16,10,0,3,5,10,6
38435,1,32.44,6,25,0,6,0,1,2202,0,0,0,0,20,15,0,2,25,7,4
82147,1,70.68,16,17,0,2,0,0,2134,0,1,0,1,12,15,0,5,12,11,2
28493,0,84.97,10,15,0,0,0,2,1949,0,0,1,0,13,35,0,18,23,4,2
30051,1,37.51,16,20,0,0,0,1,269,0,0,0,0,26,0,0,0,4,5,6
73151,1,98.83,14,13,1,3,0,4,2448,0,0,0,0,33,10,0,13,1,6,6
85080,0,64.75,18,16,0,0,0,3,1220,0,0,0,0,20,15,1,16,23,10,3
36512,0,29.45,14,17,0,1,0,3,1189,0,0,0,1,42,25,0,7,31,8,6
48943,1,63.59,19,14,0,3,0,4,1158,0,0,0,0,8,0,0,3,28,4,0
25011,1,2.08,2,20,1,1,0,2,1321,0,0,0,0,29,10,0,22,15,3,5
48412,1,47.08,9,19,0,1,1,0,1414,0,0,0,0,34,10,0,12,22,10,2
24801,1,5.62,5,23,0,1,0,0,1248,0,0,0,0,1,0,0,10,9,6,0
64507,1,21.86,5,22,0,0,0,3,1764,0,1,0,0,32,15,0,14,23,10,3
59559,0,37.08,18,19,0,1,0,2,2072,0,1,0,0,19,30,1,15,2,6,0
73321,1,56.77,0,18,0,2,1,1,973,0,0,0,0,33,10,0,0,11,1,5
47109,0,681.96,10,26,0,2,0,1,34,0,0,0,0,42,40,0,21,18,8,0
90742,1,39.31,12,22,0,1,0,2,2417,0,0,1,0,30,20,0,15,1,4,1
31153,1,18.06,20,21,1,3,1,3,2469,0,0,0,0,13,20,0,8,12,4,5
37788,1,12.89,11,22,0,2,0,2,1860,0,0,0,0,2,0,0,19,10,9,2
36270,1,24.61,8,10,0,2,0,4,2011,0,0,0,0,16,0,0,19,3,8,6
65470,1,53.46,9,19,0,2,1,0,422,0,0,0,0,2,10,0,17,16,6,0
36197,1,52.13,17,17,0,2,1,4,836,0,0,0,0,23,10,0,12,4,7,4
32401,0,5.2,5,24,0,3,0,2,518,0,1,0,0,28,30,1,15,4,10,5
10315,1,17.28,5,21,0,1,0,1,983,0,0,0,2,12,10,1,15,25,12,3
49332,1,48.09,6,18,0,1,0,2,178,0,0,0,0,7,0,0,5,16,4,2
75526,0,23.66,13,11,0,1,0,4,2211,0,0,0,0,21,15,0,22,23,3,6
